Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
tha giorde the swenska stort omaka | thet mykla gotz konung cristoffer loth taka | fra engilska oc hollendære,fran,hollendære,hollændare,Hollander,,Non-name,real,,,inhabitant designation,52,4.66667,Old Swedish,Karlskrönikan,D 6,204,Manuscript,Klemming 1866,265,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10353),show-as,Holland,,1452,,
The bod konung karl til norge sende | komo j gen medh sa dan ende,til,Norge,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,204,Manuscript,Klemming 1866,265,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10355),source,,,1452,,
at nordmen hanom hulskap sade | thera breff the ther a hadhe,,nordmen,nordhman,Norwegian,,Non-name,real,,,inhabitant designation,62,10,Old Swedish,Karlskrönikan,D 6,204,Manuscript,Klemming 1866,265,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10357),show-as,Norway,,1452,,
then menige almoge j norgis rike | lotho sik ey fra konung karl wike,i,Norgi,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,204,Manuscript,Klemming 1866,265,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10359),source,,,1452,,
danske oc tydzke størte j alla enda | æ hwar the tha mot swenska wenda,,tydzke,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,207,Manuscript,Klemming 1866,269,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10361),show-as,Germany,,1452,,
J then somaren fik konung karl breffue | som almogen j norge hanom tilscreffue,i,Norge,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,272,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10363),source,,,1452,,
allom them tha sa behaga | at han wille til norgis draga,til,Norgi,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,273,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10365),source,,,1452,,
han tok medh wid vc hesta | almogan j norge ey forgesta,i,Norge,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,273,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10367),source,,,1452,,
konung karl sidan breff sende | j norgis rike alla ende,i,Norgi,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,273,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10369),source,,,1452,,
oc hade forramat sa j lag | j biscopshamar wara xjM jomfru dag,i,Biscopshamar,Biskopshamar,Hamar,,Place name,real,settlement name,city,,60.7945,11.06798,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,273,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10371),source,,,1452,,🏙️
Sidan drog han j thet sin | gønom wermeland j soløyar in,in i,Soløyar,Soløyar,Solør,,Place name,real,choronym,region,,60.5,12,Old Swedish,Karlskrönikan,D 6,211,Manuscript,Klemming 1866,274,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10373),source,,,1452,,
ther nest in j hedmarch | the bønder møtte hanom starch,in i,Hedmarch,Hedmark,Hedmark,,Place name,real,choronym,region,,60.7953,11.0827,Old Swedish,Karlskrönikan,D 6,212,Manuscript,Klemming 1866,274,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10375),source,,,1452,,
Sidan drog han effter theres raade | offuer doffrafiel som the baadhe,ivir,Doffrafiel,Dofrafiæl,Dovrefjell,,Place name,real,oronym,mountain,,62.1,9.41667,Old Swedish,Karlskrönikan,D 6,212,Manuscript,Klemming 1866,274,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10377),source,,,1452,,⛰️
oc kom sa til tromdhem | effter mortensmessa om fredagin,til,Tromdhem,Trondhem,Trondheim,,Place name,real,settlement name,city,,63.43049,10.39506,Old Swedish,Karlskrönikan,D 6,212,Manuscript,Klemming 1866,274,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10379),source,,,1452,,🏙️
ij ængland ok ij britania | frankarike ok spania | ok ij annor land foor thet vidha,i,Ængland,England,England,,Place name,real,choronym,country,,52.16045,-0.70312,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,3,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10381),source,,,1400,1430,
ij ængland ok ij britania | frankarike ok spania | ok ij annor land foor thet vidha,i,Britania,Britannia,Bretagne,Brittany,Place name,real,choronym,region,,48.16667,-2.83333,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,3,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10383),source,,,1400,1430,
ij ængland ok ij britania | frankarike ok spania | ok ij annor land foor thet vidha,i,Frankarike,Frankarike,France,,Place name,real,choronym,country,,46,2,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,3,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10385),source,,,1400,1430,
ij ængland ok ij britania | frankarike ok spania | ok ij annor land foor thet vidha,i,Spania,Spania,Spain,,Place name,real,choronym,country,,40,-4,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,3,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10387),source,,,1400,1430,
ij ængland ok ij britania | frankarike ok spania | ok ij annor land foor thet vidha,i,annor land,annat land,Other land,,Place name,real,choronym,country,,,,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,3,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10389),unresolved,,,1400,1430,
oc tha radde for bern,for,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,39v,Manuscript,Hyltén-Cavallius 1850-1854,9,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10391),source,,,1475,1525,🏙️
at thw haffuer lenge sitit i berne,i,Berne,Berna,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,39v,Manuscript,Hyltén-Cavallius 1850-1854,9,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10393),source,,,1475,1525,🏙️
the vj riddara komo till bern,til,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,39v,Manuscript,Hyltén-Cavallius 1850-1854,9,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10395),source,,,1475,1525,🏙️
oc rider vtaff salernæ,ut af,Salernæ,Salerna,Salerno,,Place name,real,settlement name,city,,40.67545,14.79328,Old Swedish,Didrik av Bern,E 9013,40r,Manuscript,Hyltén-Cavallius 1850-1854,10,,Commonly attested and known,"The form Salernæ may be a reanalysis of Salerni, as the city is called in the Old West Norse sources of Didrik av Bern (Bertelsen 1905–11 II, p. 411), as an Old Swedish definite plural form.  Compare the Latin forms Salerni, genitive of Salernum ’Salerno’, and Salerni, the plural form of Salernus ’inhabitant of Salernum’ (Lewis & Short 1879).   Bertelsen, Henrik, 1905–1911: Þiðriks saga af Bern. I–II.  Lewis, Charlton T. & Short, Charles, 1879: A latin dictionary founded on Andrews' edition of Freund's Latin dictionary. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10397),source,,,1475,1525,🏙️
oc landz herra badhe aff wngeren oc aff swaweren. oc beyeren. oc torkeren. ,af,Wngeren,Ungaren,Hungary,,Place name,real,choronym,country,,47,20,Old Swedish,Didrik av Bern,E 9013,40r,Manuscript,Hyltén-Cavallius 1850-1854,10,,Commonly attested and known,"Wngeren is here interpreted as either an inhabitant designation with -are (> -ere through vowel reduction) in definite form and used as a metonym for the region, or as a name created in analogy with such names. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10399),source,,,1475,1525,
oc landz herra badhe aff wngeren oc aff swaweren. oc beyeren. oc torkeren. ,af,Swaweren,Svavaren,Swabia,Schwaben,Place name,real,choronym,region,,48,9,Old Swedish,Didrik av Bern,E 9013,40r,Manuscript,Hyltén-Cavallius 1850-1854,10,,Commonly attested and known,"Swaweren is here interpreted as a possible inhabitant designation with -are (> -ere through vowel reduction) in definite form, which is used as a metonym for the region. Compare Svavaraland  ’Swabia/Schwaben’ – alongside Svava and Svavaland  – in the Old West Norse sources of the text (Bertelsen 1905–11 II p. 412 f.).    Bertelsen, Henrik, 1905–1911: Þiðriks saga af Bern. I–II.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10401),source,,,1475,1525,
oc landz herra badhe aff wngeren oc aff swaweren. oc beyeren. oc torkeren. ,af,Beyeren,Beiaren,Bavaria,Bayern,Place name,real,choronym,region,,49,11.5,Old Swedish,Didrik av Bern,E 9013,40r,Manuscript,Hyltén-Cavallius 1850-1854,10,,Commonly attested and known,"Beyeren is here interpreted as either an inhabitant designation with -are (> -ere through vowel reduction) in definite form and as a metonym for the region, or as a formation created in analogy with such names.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10403),source,,,1475,1525,
thet ij normandi thæn sama tidha | var een hertugh ther heet fræderik,i,Normandi,Normandi,Normandy,,Place name,real,choronym,region,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,57v,Manuscript,Klemming 1853,4,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10405),source,,,1400,1430,
hans hws thet heet kalidas,,Kalidas,Kalidas,Kalidas,,Place name,fictional,settlement name,castle,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58r,Manuscript,Klemming 1853,5,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10407),show-as,Normandy,,1400,1430,🏰
thæn skogh vta for husith la | heet asiant ia thet var swa,,Asiant,Asiant,Asiant,,Place name,fictional,name of another natural feature,forest,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58r,Manuscript,Klemming 1853,5,,Unknown,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10409),show-as,Normandy,,1400,1430,🌲
tha tagh thæn hertugh aff normandi | ij sina hand ena glæfuio,af,Normandi,Normandi,Normandy,,Place name,real,choronym,region,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58r,Manuscript,Klemming 1853,6,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10411),source,,,1400,1430,
Torsdagen for katerine sa redho ær | Archebiscopen aff trondem crønte honom tær | biscopen aff hamar hiølt medh på | prelata oc klerke giorde oc saa,af,Trondem,Trondhem,Archdiocese of Nidaros,Nidaros erkebispedømme,Place name,real,choronym,archbishopric,,63.43049,10.39506,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,275,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10413),show-as,Trondheim,,1452,,⛪
Torsdagen for katerine sa redho ær | Archebiscopen aff trondem crønte honom tær | biscopen aff hamar hiølt medh på | prelata oc klerke giorde oc saa,af,Hamar,Hamar,Diocese of Hamar,Hamar bispedømme,Place name,real,choronym,bishopric,,60.7945,11.06798,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,275,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10415),show-as,Hamar,,1452,,⛪
han vigdes tha oc hylladis tær | ræt som norigis konung bør,,Norig,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,275,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10417),source,,,1452,,
oc satte thom høfdinge nordmæn | herre aslac thureson sa het een,,nordmæn,nordhman,Norwegian,,Non-name,real,,,inhabitant designation,62,10,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,276,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10419),show-as,Norway,,1452,,
Sancte katerine affton villen aff dragha | ofuer forsfiæl genast tagha,ivir,Forsfiæl,Forsfiæl,Forsfiæl,Forsfjellet,Place name,real,oronym,mountain,,62,10,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,276,,Educated guess,"According to Karlskrönikan (The Chronicle of Karl), the king Karl Knutsson travels from Trondheim to Stjørdal by taking a mountain pass over the so called Forsfiæl and crossing the so called Stiora Ælf. To our knowledge, the mountain pass has not been identified. However, since the events take place in the region around Trondheim it is assumed that the mountain lies somewhere nearby.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10421),show-as,Norway,,1452,,⛰️
aat stoyra ælff skolen i ridha | hon frys aller saa betidhe,at,Stoyra ælff,Stiora ælf,Stiora ælf,,Place name,real,hydronym,river,,62,10,Old Swedish,Karlskrönikan,D 6,214,Manuscript,Klemming 1866,276,,Educated guess,"According to Karlskrönikan (The Chronicle of Karl), the king Karl Knutsson travels from Trondheim to Stjørdal by taking a mountain pass over the so called Forsfiæl and crossing the so called Stiora Ælf (attested as stoyra ælff). For this reason, we assume that both the mountain and the river lie somewhere between Trondheim and Stjørdal in Trøndelag. The river might probably be identified as Stjørdalselva, cf. the river's older name Stjór (Norske Gaardsnavne 15: 30). However, this identification is not entirely certain.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10423),show-as,Norway,,1452,,🌊
Sancte katerine afton konungen vtdrog | then sama væg aff trondem togh,af,Trondem,Trondhem,Trondheim,,Place name,real,settlement name,city,,63.43049,10.39506,Old Swedish,Karlskrönikan,D 6,215,Manuscript,Klemming 1866,277,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10425),source,,,1452,,🏙️
J fæm stunder konungen redh | aat stiordal aat elfuen then led | ok in til møraker | litzla stund ther huila taker,at,Stiordal,Stiordal,Stjørdal,,Place name,real,choronym,region,,63.46803,10.91776,Old Swedish,Karlskrönikan,D 6,215,Manuscript,Klemming 1866,277,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10427),source,,,1452,,
J fæm stunder konungen redh | aat stiordal aat elfuen then led | ok in til møraker | litzla stund ther huila taker,in til,Møraker,Møraker,Meråker,,Place name,real,settlement name,village,,63.41406,11.74298,Old Swedish,Karlskrönikan,D 6,215,Manuscript,Klemming 1866,277,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10429),source,,,1452,,🏘️
Sa brat fiærde dag forleed | konungen ater til Norige reedh | genom vermeland aat oslo drog | then oærlige cromedike hagade illa nog,til,Norige,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,278,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10431),source,,,1452,,
Sa brat fiærde dag forleed | konungen ater til Norige reedh | genom vermeland aat oslo drog | then oærlige cromedike hagade illa nog,at,Oslo,Oslo,Oslo,,Place name,real,settlement name,city,,59.91273,10.74609,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,278,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10433),source,,,1452,,🏙️
herre hartik skulle huarien fara | pa norigis inbiggiara skada wara,pa,Norig,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,278,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10435),source,,,1452,,
genom viken til suerigis faar | om fastegang i lødesa waar,genom,Viken,Viken,Viken,,Place name,real,choronym,region,,59.34639,10.58972,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,278,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10437),source,,,1452,,
konungen gaff thom sa dana krafft | om norige oc gotland i rætte sta,um,Norige,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,279,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10439),source,,,1452,,
wid lydna forbød konungen tha | them ey degtinga hanom norge fra,fran,Norge,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,216,Manuscript,Klemming 1866,279,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10441),source,,,1452,,
Æn giorde the et werra tal | konung cristiern norge beholla skal,,Norge,Norge,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,217,Manuscript,Klemming 1866,280,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10443),source,,,1452,,
han tok Abo aff her magnus gren | oc fik thet her eric axelson j gen,,Abo,Abo,Turku Castle,Åbo slott,Place name,real,settlement name,castle,,60.435278,22.228611,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,285,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10445),source,,,1452,,🏰
thet giorde konungen ther oppa | at willen abo ey fra sik faa,,Abo,Abo,Turku Castle,Åbo slott,Place name,real,settlement name,castle,,60.435278,22.228611,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,285,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10447),source,,,1452,,🏰
Gren skyndade til Abo sik | her eric axelson han thet fik,til,Abo,Abo,Turku Castle,Åbo slott,Place name,real,settlement name,castle,,60.435278,22.228611,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,285,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10449),source,,,1452,,🏰
sa monde han til danzke fara | tok ther iij køpmanna skip,til,Danzke,Danzeke,Gdansk,Danzig,Place name,real,settlement name,city,,54.35227,18.64912,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,285,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10451),source,,,1452,,🏙️
oc føgde thet tha swaa | ther kom en skiper aff lybeke thaa,af,Lybeke,Lybeke,Lübeck,,Place name,real,settlement name,city,,53.86893,10.68729,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,286,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10453),source,,,1452,,🏙️
them førden til lybeke medh sik | xx han raadit j danzeke fik,til,Lybeke,Lybeke,Lübeck,,Place name,real,settlement name,city,,53.86893,10.68729,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,286,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10455),source,,,1452,,🏙️
them førden til lybeke medh sik | xx han raadit j danzeke fik,i,Danzeke,Danzeke,Gdansk,Danzig,Place name,real,settlement name,city,,54.35227,18.64912,Old Swedish,Karlskrönikan,D 6,221,Manuscript,Klemming 1866,286,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10457),source,,,1452,,🏙️
radit j lybech han her magnus fik | konung cristiern degtingaden sidan til sik,i,Lybech,Lybeke,Lübeck,,Place name,real,settlement name,city,,53.86893,10.68729,Old Swedish,Karlskrönikan,D 6,222,Manuscript,Klemming 1866,286,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10459),source,,,1452,,🏙️
aff wiken war en hop i vermeland ynne | som ther bade røffua oc skinne,af,Viken,Viken,Viken,,Place name,real,choronym,region,,59.34639,10.58972,Old Swedish,Karlskrönikan,D 6,225,Manuscript,Klemming 1866,291,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10461),source,,,1452,,
han fik oc tha nogor breff | som konung cristiern til norige screff,til,Norige,Noreg,Norway,,Place name,real,choronym,country,,62,10,Old Swedish,Karlskrönikan,D 6,226,Manuscript,Klemming 1866,292,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10463),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,frømande land,fræmadha land,"Fræmadha land, Fræmethe land",Foreign land,Place name,real,choronym,country,,,,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10465),unresolved,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Beyaren,Beiaren,Bavaria,Bayern,Place name,real,choronym,region,,49,11.5,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,"Beyeren is here interpreted as either an inhabitant designation with -are in definite form, used as a metonym for the region, or a formation created in analogy with such names.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10467),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Vngaren,Ungaren,Hungary,,Place name,real,choronym,country,,47,20,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,"Ungaren is here interpreted as either an inhabitant designation with -are in definite form, used as a metonym for the region, or a formation created in analogy with such names.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10469),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Palen,Polen,Poland,,Place name,real,choronym,country,,52,20,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10471),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Østerrike,Østerrike,Austria,,Place name,real,choronym,country,,47.33333,13.33333,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Educated guess,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10473),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Rin,Rin,County Palatine of the Rhine,Pfalzgrafschaft bei Rhein,Place name,real,choronym,region,,49.5,8.01667,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10475),source,,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Midzcen,Mitsen,Margravate of Meissen,Markgrafschaft Meissen,Place name,real,choronym,region,,51.16158,13.4737,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10477),show-as,Meissen,,1452,,
Tha konungen hade i vngdom waret | gemen frømande land sa wide faret | beyaren vngaren palen oc østerrike | Rin midzcen saassen oc flere land slike,genom,Saassen,Sassen,Saxony,Sachsen,Place name,real,choronym,region,,52.83333,9.16667,Old Swedish,Karlskrönikan,D 6,227,Manuscript,Klemming 1866,294,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10479),show-as,Lower Saxony,,1452,,
Konungen sidan til stocholm wænde | efter alla the skip i finland sænde,i,Finland,Finland,Finland,,Place name,real,choronym,country,,64,26,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,301,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10481),source,,,1452,,
ther medh alla riddara oc swena | som aff finland kunde rikit tiæna,af,Finland,Finland,Finland,,Place name,real,choronym,country,,64,26,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,301,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10483),source,,,1452,,
v oc xl holka oc Creara | monge raske mæn aff finland ther i wara,af,Finland,Finland,Finland,,Place name,real,choronym,country,,64,26,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,301,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10485),source,,,1452,,
medh monga herre grefua oc første | redh sig vt medh magt aller største | Grefuen aff hwnsten oc greuen aff like | grefuen af oldenborg oc flere slike | ther til tydzke riddara oc swena | som j stridh wæl kunna tiæna ,af,Hwnsten,Hunsten,County of Hohnstein,Grafschaft Hohnstein,Place name,real,choronym,region,,50.97991,14.11408,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10487),show-as,Hohnstein,,1452,,
medh monga herre grefua oc første | redh sig vt medh magt aller største | Grefuen aff hwnsten oc greuen aff like | grefuen af oldenborg oc flere slike | ther til tydzke riddara oc swena | som j stridh wæl kunna tiæna ,af,Lik,Lik,County of Solms-Lich,Grafschaft Solms-Lich,Place name,real,choronym,region,,50.52085,8.81567,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10489),show-as,Lich,,1452,,
