root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:Indian books by century,Category:19th-century Indian books,72788090,Śāstra-tattva-vinirṇaya,https://en.wikipedia.org/?curid=72788090,Category:1844 books | Category:19th-century Indian books | Category:19th-century Sanskrit literature | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books,Indian,1844,📕,25.317645,82.973915
Category:Indian books by century,Category:19th-century Indian books,13578077,Satyarth Prakash,https://en.wikipedia.org/?curid=13578077,Category:1875 non-fiction books | Category:19th-century Indian books | Category:Arya Samaj | Category:Book censorship in India | Category:Censored books | Category:Censorship in Pakistan | Category:Cultural depictions of Muhammad | Category:Hindu literature | Category:Hinduism and Islam | Category:Hinduism in India | Category:Hinduism-related controversies | Category:Religious controversies in India | Category:Religious controversies in literature | Category:Works subject to a lawsuit,India,1875,📕,25.317645,82.973915
Category:Indian books by century,Category:19th-century Indian books,73062192,Shad-darshana Darpana,https://en.wikipedia.org/?curid=73062192,Category:1860 books | Category:19th-century Indian books | Category:Books critical of Hinduism | Category:Hindi-language literature | Category:Indian non-fiction books,Indian,1860,📕,25.317645,82.973915
Category:Indian books by century,Category:19th-century Indian books,63518704,Shiva Digvijaya,https://en.wikipedia.org/?curid=63518704,Category:19th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Royalty book stubs,Indian,1800,📕,18.520430,73.856744
Category:Indian books by century,Category:19th-century Indian books,72828748,Shri-hindu-dharma-sthapana,https://en.wikipedia.org/?curid=72828748,Category:1831 books | Category:19th-century Indian books | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books | Category:Marathi-language literature,Indian,1831,📕,19.076090,72.877426
Category:Indian books by century,Category:19th-century Indian books,7170172,Sritattvanidhi,https://en.wikipedia.org/?curid=7170172,Category:19th-century Indian books | Category:Ganesha | Category:Hatha yoga texts | Category:Hindu texts | Category:History of Mysore | Category:Kannada literature | Category:Kingdom of Mysore,Indian,1800,📜,12.295810,76.639381
Category:Indian books by century,Category:19th-century Indian books,59432606,Stri Purush Tulana,https://en.wikipedia.org/?curid=59432606,Category:1882 non-fiction books | Category:19th-century Indian books | Category:Feminist books | Category:Indian books | Category:Indian literature | Category:Marathi-language literature | Category:Pamphlets,Indian,1882,📕,18.520430,73.856744
Category:Indian books by century,Category:19th-century Indian books,72828998,Svadesha-dharmabhimani,https://en.wikipedia.org/?curid=72828998,Category:1834 books | Category:19th-century Indian books | Category:Books critical of Christianity | Category:Hindu apologetic works | Category:Indian non-fiction books | Category:Marathi-language literature,Indian,1834,📕,17.680516,74.018318
Category:Indian books by century,Category:19th-century Indian books,46915905,The Tribes and Castes of Bengal,https://en.wikipedia.org/?curid=46915905,Category:19th-century Indian books | Category:Books about ethnic groups | Category:English-language non-fiction books | Category:Literature book stubs | Category:Social class in India,India,1800,📕,22.572646,88.363895
Category:Indian books by century,Category:19th-century Indian books,36244062,The Valley of Kashmir,https://en.wikipedia.org/?curid=36244062,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Indian travel books | Category:Tourism in Jammu and Kashmir,Indian,1895,📕,51.507222,-0.127647
Category:Indian books by century,Category:19th-century Indian books,24156073,Victory of Islam,https://en.wikipedia.org/?curid=24156073,Category:1891 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,1891,📜,31.820700,75.376000
Category:Indian books by century,Category:19th-century Indian books,48926442,Yadgar-i-Bahaduri,https://en.wikipedia.org/?curid=48926442,Category:1834 non-fiction books | Category:19th-century Indian books | Category:19th-century encyclopedias | Category:Indian encyclopedias | Category:Persian encyclopedias,Indian,1834,📕,26.846694,80.946166
Category:Indian books by century,Category:19th-century Indian books,53542939,Zafarnamah Ranjit Singh,https://en.wikipedia.org/?curid=53542939,Category:19th-century Indian books | Category:Indian manuscripts | Category:Lahore | Category:Persian-language literature | Category:Ranjit Singh | Category:Sikh Empire,Indian,1800,📜,31.520370,74.358747
Category:Indian books by century,Category:20th-century Indian books,752831,Abithana Chintamani,https://en.wikipedia.org/?curid=752831,Category:1910 non-fiction books | Category:1934 non-fiction books | Category:20th-century Indian books | Category:20th-century encyclopedias | Category:Encyclopedias of literature | Category:Indian encyclopedias | Category:Literature book stubs | Category:Reference book stubs | Category:Tamil-language encyclopedias,Indian,1910,📕,13.0827,80.2707
Category:Indian books by century,Category:20th-century Indian books,74060858,Al-Abwab wa al-Tarajim,https://en.wikipedia.org/?curid=74060858,Category:20th-century Indian books | Category:Arabic-language books | Category:Books by Zakariyya Kandhlawi | Category:Commentaries on Sahih al-Bukhari | Category:Deobandi hadith literature | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature,Indian,1900,📜,24.5247,39.5692
Category:Indian books by century,Category:20th-century Indian books,75146515,Al-Arf al-Shadhi,https://en.wikipedia.org/?curid=75146515,Category:20th-century Arabic-language books | Category:20th-century Indian books | Category:Books by Anwar Shah Kashmiri | Category:Commentaries on Sunan al-Tirmidhi | Category:Deobandi hadith literature | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature,Indian,1900,📜,32.1877,74.1945
Category:Indian books by century,Category:20th-century Indian books,81456305,Al-Ghazali (book),https://en.wikipedia.org/?curid=81456305,Category:1902 books | Category:1902 non-fiction books | Category:20th-century Indian books | Category:Al-Ghazali | Category:Books by Shibli Nomani | Category:Darul Musannefin Shibli Academy books | Category:Deobandi biographical literature | Category:Indian non-fiction books | Category:Islamic theology books | Category:Urdu-language books,Indian,1902,📕,26.4499,80.3319
Category:Indian books by century,Category:20th-century Indian books,81433850,Al-Kalam (book),https://en.wikipedia.org/?curid=81433850,Category:1903 non-fiction books | Category:20th-century Indian books | Category:Books by Shibli Nomani | Category:Darul Musannefin Shibli Academy books | Category:Deobandi theological works | Category:Indian non-fiction books | Category:Islamic theology books | Category:Urdu-language books,Indian,1903,📕,26.0736,83.1859
Category:Indian books by century,Category:20th-century Indian books,74024289,Al-Kawakib al-Durri,https://en.wikipedia.org/?curid=74024289,Category:20th-century Arabic-language books | Category:20th-century Indian books | Category:Books by Rashid Ahmad Gangohi | Category:Books by Zakariyya Kandhlawi | Category:Commentaries on Sunan al-Tirmidhi | Category:Deobandi hadith literature | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature,Indian,1900,📜,29.6922,77.6729
Category:Indian books by century,Category:20th-century Indian books,65440966,Al-Muhannad ala al-Mufannad,https://en.wikipedia.org/?curid=65440966,Category:1907 books | Category:20th-century Indian books | Category:Arabic-language books | Category:Books about Wahhabism | Category:Deobandi theological works | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic theology books | Category:Kalam | Category:Maturidi literature | Category:Persian-language books | Category:Sufi literature | Category:Sunni literature | Category:Urdu-language books,Indian,1907,📜,24.5247,39.5692
Category:Indian books by century,Category:20th-century Indian books,74015340,Al-Taleeq al-Sabeeh,https://en.wikipedia.org/?curid=74015340,Category:20th-century Indian books | Category:Arabic-language books | Category:Books by Idris Kandhlawi | Category:Deobandi hadith literature | Category:Hadith commentaries | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature,Indian,1900,📜,33.5138,36.2765
Category:Indian books by century,Category:20th-century Indian books,74637401,Amani al-Ahbar,https://en.wikipedia.org/?curid=74637401,Category:20th-century Indian books | Category:Arabic-language books | Category:Books by Yusuf Kandhlawi | Category:Deobandi hadith literature | Category:Hadith commentaries | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature,Indian,1900,📜,29.9679,77.5450
Category:Indian books by century,Category:20th-century Indian books,225598,Amaravati Kathalu,https://en.wikipedia.org/?curid=225598,Category:20th-century Indian books | Category:Indian short story collections | Category:Telugu-language literature,Indian,1900,📚,16.5062,80.6480
Category:Indian books by century,Category:20th-century Indian books,75131533,Anwar al-Bari,https://en.wikipedia.org/?curid=75131533,Category:20th-century Indian books | Category:Books by Anwar Shah Kashmiri | Category:Commentaries on Sahih al-Bukhari | Category:Deobandi hadith literature | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Sunni literature | Category:Urdu-language books,Indian,1900,📜,29.6922,77.6729
Category:Indian books by century,Category:20th-century Indian books,46366343,Anwar Ul Bayan,https://en.wikipedia.org/?curid=46366343,Category:20th-century Indian books | Category:Deobandi Quranic literature | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic studies book stubs | Category:Islamic texts | Category:Islamic theology books | Category:Sunni tafsir | Category:Tafsir works | Category:Urdu-language books,Indian,1900,📜,24.5247,39.5692
